Kode Posisi (Abbreviation),SAP Position ID,Position Title,Deskripsi Panjang Jabatan,Kode SATKER,Org. Unit ID,Org. Unit Title,Kode Posisi Superior,SAP Position ID (Superior),Position Superior Title,Kode SATKER Superior,Org. Unit ID Superior,OU Superior Title,
253222360N,10003215,Electrical Technician Entry,Electrical Technician Entry,5322,30000830,MSF Maintenance Sub-Section,253222300N,10003215,#REF!,5322,30000830,MSF Maintenance Sub-Section,
253223000N,10000720,Electric Mining Equipment Maintenance Section Head,Electric Mining Equipment Maintenance Section Head,5322,30000353,Electric Mining Equipment Maintenance Section,253220000N,10000720,#REF!,5322,30000138,Production & Mining Support Equipment 1 Maintenance Department,
253223100N,10001272,Electric Mining Equipment 1 Maintenance Sub-Section Head,Electric Mining Equipment 1 Maintenance Sub-Section Head,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,253223000N,10001272,#REF!,5322,30000353,Electric Mining Equipment Maintenance Section,
253223110N,10001862,Mechanical Specialist,Mechanical Specialist,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,253223100N,10001862,#REF!,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,
253223120N,10003216,Senior Mechanical Technician,Senior Mechanical Technician,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,253223100N,10003216,#REF!,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,
253223130N,10003217,Mechanical Technician,Mechanical Technician,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,253223100N,10003217,#REF!,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,
253223140N,10003218,Mechanical Technician Entry,Mechanical Technician Entry,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,253223100N,10003218,#REF!,5322,30000831,Electric Mining Equipment 1 Maintenance Sub-Section,
253223200N,10001273,Electric Mining Equipment 2 Maintenance Sub-Section Head,Electric Mining Equipment 2 Maintenance Sub-Section Head,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,253223000N,10001273,#REF!,5322,30000353,Electric Mining Equipment Maintenance Section,
253223210N,10001863,Mechanical Specialist,Mechanical Specialist,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,253223200N,10001863,#REF!,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,
253223220N,10003219,Senior Mechanical Technician,Senior Mechanical Technician,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,253223200N,10003219,#REF!,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,
253223230N,10003220,Mechanical Technician,Mechanical Technician,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,253223200N,10003220,#REF!,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,
253223240N,10003221,Mechanical Technician Entry,Mechanical Technician Entry,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,253223200N,10003221,#REF!,5322,30000832,Electric Mining Equipment 2 Maintenance Sub-Section,
253223300N,10001274,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section Head,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section Head,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223000N,10001274,#REF!,5322,30000353,Electric Mining Equipment Maintenance Section,
253223300N,10001275,Electric Mining Equipment Maintenance Troubleshooting Group B Sub-Section Head,Electric Mining Equipment Maintenance Troubleshooting Group B Sub-Section Head,5322,30000834,Electric Mining Equipment Maintenance Troubleshooting Group B Sub-Section,253223000N,10001275,#REF!,5322,30000353,Electric Mining Equipment Maintenance Section,
253223300N,10001276,Electric Mining Equipment Maintenance Troubleshooting Group C Sub-Section Head,Electric Mining Equipment Maintenance Troubleshooting Group C Sub-Section Head,5322,30000835,Electric Mining Equipment Maintenance Troubleshooting Group C Sub-Section,253223000N,10001276,#REF!,5322,30000353,Electric Mining Equipment Maintenance Section,
253223300N,10001277,Electric Mining Equipment Maintenance Troubleshooting Group D Sub-Section Head,Electric Mining Equipment Maintenance Troubleshooting Group D Sub-Section Head,5322,30000836,Electric Mining Equipment Maintenance Troubleshooting Group D Sub-Section,253223000N,10001277,#REF!,5322,30000353,Electric Mining Equipment Maintenance Section,
253223310N,10001864,Mechanical Specialist,Mechanical Specialist,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10001864,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223320N,10003222,Senior Mechanical Technician,Senior Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003222,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003223,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003223,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003224,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003224,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003225,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003225,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003226,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003226,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003227,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003227,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003228,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003228,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223330N,10003229,Mechanical Technician,Mechanical Technician,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003229,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253223340N,10003230,Mechanical Technician Entry,Mechanical Technician Entry,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,253223300N,10003230,#REF!,5322,30000833,Electric Mining Equipment Maintenance Troubleshooting Group A Sub-Section,
253230000N,10000126,Production & Mining Support Equipment 2 Maintenance Department Head,Production & Mining Support Equipment 2 Maintenance Department Head,5323,30000139,Production & Mining Support Equipment 2 Maintenance Department,253200000N,10000126,#REF!,5320,30000039,Production & Mining Support Equipment Maintenance Sub-Division,
253231000N,10000727,Production Heavy Equipment Track Type Maintenance Section Head,Production Heavy Equipment Track Type Maintenance Section Head,5323,30000356,Production Heavy Equipment Track Type Maintenance Section,253230000N,10000727,#REF!,5323,30000139,Production & Mining Support Equipment 2 Maintenance Department,
253231100N,10001278,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section Head,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section Head,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,253231000N,10001278,#REF!,5323,30000356,Production Heavy Equipment Track Type Maintenance Section,
253231110N,10001865,Mechanical Specialist,Mechanical Specialist,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,253231100N,10001865,#REF!,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,81
253231120N,10003231,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,253231100N,10003231,#REF!,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,
253231130N,10003232,Mechanical Technician,Mechanical Technician,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,253231100N,10003232,#REF!,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,
253231140N,10003233,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,253231100N,10003233,#REF!,5323,30000837,Production Heavy Equipment GET & Undercarriage Track Type Maintenance Sub-Section,
253231200N,10001279,Production Heavy Equipment Track Type 1 Maintenance Sub-Section Head,Production Heavy Equipment Track Type 1 Maintenance Sub-Section Head,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,253231000N,10001279,#REF!,5323,30000356,Production Heavy Equipment Track Type Maintenance Section,
253231210N,10001866,Mechanical Specialist,Mechanical Specialist,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,253231200N,10001866,#REF!,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,
253231220N,10003234,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,253231200N,10003234,#REF!,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,
253231230N,10003235,Mechanical Technician,Mechanical Technician,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,253231200N,10003235,#REF!,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,
253231240N,10003236,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,253231200N,10003236,#REF!,5323,30000838,Production Heavy Equipment Track Type 1 Maintenance Sub-Section,
253231300N,10001280,Production Heavy Equipment Track Type 2 Maintenance Sub-Section Head,Production Heavy Equipment Track Type 2 Maintenance Sub-Section Head,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,253231000N,10001280,#REF!,5323,30000356,Production Heavy Equipment Track Type Maintenance Section,
253231310N,10001867,Mechanical Specialist,Mechanical Specialist,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,253231300N,10001867,#REF!,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,
253231320N,10003237,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,253231300N,10003237,#REF!,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,
253231330N,10003238,Mechanical Technician,Mechanical Technician,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,253231300N,10003238,#REF!,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,
253231340N,10003239,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,253231300N,10003239,#REF!,5323,30000839,Production Heavy Equipment Track Type 2 Maintenance Sub-Section,
253232000N,10000731,Production Heavy Equipment Wheel Type Maintenance Section Head,Production Heavy Equipment Wheel Type Maintenance Section Head,5323,30000358,Production Heavy Equipment Wheel Type Maintenance Section,253230000N,10000731,#REF!,5323,30000139,Production & Mining Support Equipment 2 Maintenance Department,
253232100N,10001281,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section Head,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section Head,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,253232000N,10001281,#REF!,5323,30000358,Production Heavy Equipment Wheel Type Maintenance Section,
253232110N,10001868,Mechanical Specialist,Mechanical Specialist,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,253232100N,10001868,#REF!,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,
253232120N,10003240,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,253232100N,10003240,#REF!,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,
253232130N,10003241,Mechanical Technician,Mechanical Technician,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,253232100N,10003241,#REF!,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,
253232140N,10003242,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,253232100N,10003242,#REF!,5323,30000840,Production Heavy Equipment Tyre & GET Wheel Type Maintenance Sub-Section,
253232200N,10001282,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section Head,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section Head,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,253232000N,10001282,#REF!,5323,30000358,Production Heavy Equipment Wheel Type Maintenance Section,
253232210N,10001869,Mechanical Specialist,Mechanical Specialist,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,253232200N,10001869,#REF!,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,
253232220N,10003243,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,253232200N,10003243,#REF!,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,
253232230N,10003244,Mechanical Technician,Mechanical Technician,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,253232200N,10003244,#REF!,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,
253232240N,10003245,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,253232200N,10003245,#REF!,5323,30000841,Production Heavy Equipment Wheel Type 1 Maintenance Sub-Section,
253232300N,10001283,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section Head,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section Head,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,253232000N,10001283,#REF!,5323,30000358,Production Heavy Equipment Wheel Type Maintenance Section,
253232310N,10001870,Mechanical Specialist,Mechanical Specialist,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,253232300N,10001870,#REF!,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,
253232320N,10003246,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,253232300N,10003246,#REF!,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,
253232330N,10003247,Mechanical Technician,Mechanical Technician,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,253232300N,10003247,#REF!,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,
253232340N,10003248,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,253232300N,10003248,#REF!,5323,30000842,Production Heavy Equipment Wheel Type 2 Maintenance Sub-Section,
253233000N,10000735,Production Heavy Equipment Troubleshooting Section Head,Production Heavy Equipment Troubleshooting Section Head,5323,30000357,Production Heavy Equipment Troubleshooting Section,253230000N,10000735,#REF!,5323,30000139,Production & Mining Support Equipment 2 Maintenance Department,
253233100N,10001284,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section Head,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section Head,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233000N,10001284,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233100N,10001285,Production Heavy Equipment Track Type Troubleshooting Group B Sub-Section Head,Production Heavy Equipment Track Type Troubleshooting Group B Sub-Section Head,5323,30000844,Production Heavy Equipment Track Type Troubleshooting Group B Sub-Section,253233000N,10001285,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233100N,10001286,Production Heavy Equipment Track Type Troubleshooting Group C Sub-Section Head,Production Heavy Equipment Track Type Troubleshooting Group C Sub-Section Head,5323,30000845,Production Heavy Equipment Track Type Troubleshooting Group C Sub-Section,253233000N,10001286,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233100N,10001287,Production Heavy Equipment Track Type Troubleshooting Group D Sub-Section Head,Production Heavy Equipment Track Type Troubleshooting Group D Sub-Section Head,5323,30000846,Production Heavy Equipment Track Type Troubleshooting Group D Sub-Section,253233000N,10001287,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233110N,10001871,Mechanical Specialist,Mechanical Specialist,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233100N,10001871,#REF!,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,
253233120N,10003249,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233100N,10003249,#REF!,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,
253233130N,10003250,Mechanical Technician,Mechanical Technician,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233100N,10003250,#REF!,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,
253233130N,10003251,Mechanical Technician,Mechanical Technician,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233100N,10003251,#REF!,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,
253233130N,10003252,Mechanical Technician,Mechanical Technician,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233100N,10003252,#REF!,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,
253233140N,10003253,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,253233100N,10003253,#REF!,5323,30000843,Production Heavy Equipment Track Type Troubleshooting Group A Sub-Section,
253233200N,10001288,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section Head,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section Head,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233000N,10001288,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233200N,10001289,Production Heavy Equipment Wheel Type Troubleshooting Group B Sub-Section Head,Production Heavy Equipment Wheel Type Troubleshooting Group B Sub-Section Head,5323,30000848,Production Heavy Equipment Wheel Type Troubleshooting Group B Sub-Section,253233000N,10001289,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233200N,10001290,Production Heavy Equipment Wheel Type Troubleshooting Group C Sub-Section Head,Production Heavy Equipment Wheel Type Troubleshooting Group C Sub-Section Head,5323,30000849,Production Heavy Equipment Wheel Type Troubleshooting Group C Sub-Section,253233000N,10001290,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233200N,10001291,Production Heavy Equipment Wheel Type Troubleshooting Group D Sub-Section Head,Production Heavy Equipment Wheel Type Troubleshooting Group D Sub-Section Head,5323,30000850,Production Heavy Equipment Wheel Type Troubleshooting Group D Sub-Section,253233000N,10001291,#REF!,5323,30000357,Production Heavy Equipment Troubleshooting Section,
253233210N,10001872,Mechanical Specialist,Mechanical Specialist,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233200N,10001872,#REF!,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,
253233220N,10003254,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233200N,10003254,#REF!,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,
253233230N,10003255,Mechanical Technician,Mechanical Technician,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233200N,10003255,#REF!,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,
253233230N,10003256,Mechanical Technician,Mechanical Technician,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233200N,10003256,#REF!,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,
253233240N,10003257,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233200N,10003257,#REF!,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,
253233240N,10003258,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,253233200N,10003258,#REF!,5323,30000847,Production Heavy Equipment Wheel Type Troubleshooting Group A Sub-Section,
253234000N,10000744,Mining Support Equipment Maintenance Section Head,Mining Support Equipment Maintenance Section Head,5323,30000355,Mining Support Equipment Maintenance Section,253230000N,10000744,#REF!,5323,30000139,Production & Mining Support Equipment 2 Maintenance Department,
253234100N,10001292,Mining Support Equipment Troubleshooting Group A Sub-Section Head,Mining Support Equipment Troubleshooting Group A Sub-Section Head,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,253234000N,10001292,#REF!,5323,30000355,Mining Support Equipment Maintenance Section,
253234100N,10001293,Mining Support Equipment Troubleshooting Group B Sub-Section Head,Mining Support Equipment Troubleshooting Group B Sub-Section Head,5323,30000852,Mining Support Equipment Troubleshooting Group B Sub-Section,253234000N,10001293,#REF!,5323,30000355,Mining Support Equipment Maintenance Section,
253234100N,10001294,Mining Support Equipment Troubleshooting Group C Sub-Section Head,Mining Support Equipment Troubleshooting Group C Sub-Section Head,5323,30000853,Mining Support Equipment Troubleshooting Group C Sub-Section,253234000N,10001294,#REF!,5323,30000355,Mining Support Equipment Maintenance Section,
253234100N,10001295,Mining Support Equipment Troubleshooting Group D Sub-Section Head,Mining Support Equipment Troubleshooting Group D Sub-Section Head,5323,30000854,Mining Support Equipment Troubleshooting Group D Sub-Section,253234000N,10001295,#REF!,5323,30000355,Mining Support Equipment Maintenance Section,
253234110N,10001873,Mechanical Specialist,Mechanical Specialist,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,253234100N,10001873,#REF!,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,
253234120N,10003259,Senior Mechanical Technician,Senior Mechanical Technician,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,253234100N,10003259,#REF!,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,
253234130N,10003260,Mechanical Technician,Mechanical Technician,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,253234100N,10003260,#REF!,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,
253234140N,10003261,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,253234100N,10003261,#REF!,5323,30000851,Mining Support Equipment Troubleshooting Group A Sub-Section,
253234200N,10001296,Mining Support Equipment Repair & Maintenance Sub-Section Head,Mining Support Equipment Repair & Maintenance Sub-Section Head,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,253234000N,10001296,#REF!,5323,30000355,Mining Support Equipment Maintenance Section,
253234210N,10003262,Mechanical Technician,Mechanical Technician,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,253234200N,10003262,#REF!,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,
253234220N,10003263,Mechanical Technician Entry,Mechanical Technician Entry,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,253234200N,10003263,#REF!,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,
253234230N,10003264,Electrical Technician,Electrical Technician,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,253234200N,10003264,#REF!,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,
253234240N,10003265,Electrical Technician Entry,Electrical Technician Entry,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,253234200N,10003265,#REF!,5323,30000855,Mining Support Equipment Repair & Maintenance Sub-Section,
254000000N,10003266,Ombilin Mining Site General Manager,Ombilin Mining Site General Manager,5400,30000140,Ombilin Mining Site General Manager,500,10003266,#REF!,-,30000004,Direktorat Operasi dan Produksi,
254001000N,10001874,Secretary Specialist,Secretary Specialist,5400,30000140,Ombilin Mining Site General Manager,254000000N,10001874,#REF!,5400,30000140,Ombilin Mining Site General Manager,
254002000N,10002192,Secretary Staff,Secretary Staff,5400,30000140,Ombilin Mining Site General Manager,254000000N,10002192,#REF!,5400,30000140,Ombilin Mining Site General Manager,
254010000N,10000750,"HR, General Services & Finance Section Head","HR, General Services & Finance Section Head",5400,30000359,"HR, General Services & Finance Section",254000000N,10000750,#REF!,5400,30000140,Ombilin Mining Site General Manager,
254011000N,10001875,Personnel Administration Specialist,Personnel Administration Specialist,5400,30000359,"HR, General Services & Finance Section",254010000N,10001875,#REF!,5400,30000359,"HR, General Services & Finance Section",
254012000N,10002193,Personnel Administration Staff,Personnel Administration Staff,5400,30000359,"HR, General Services & Finance Section",254010000N,10002193,#REF!,5400,30000359,"HR, General Services & Finance Section",
254013000N,10002348,Personnel Administration Admin,Personnel Administration Admin,5400,30000359,"HR, General Services & Finance Section",254010000N,10002348,#REF!,5400,30000359,"HR, General Services & Finance Section",
254014000N,10001876,Finance/Accounting Specialist,Finance/Accounting Specialist,5400,30000359,"HR, General Services & Finance Section",254010000N,10001876,#REF!,5400,30000359,"HR, General Services & Finance Section",
254015000N,10002194,Finance/Accounting Staff,Finance/Accounting Staff,5400,30000359,"HR, General Services & Finance Section",254010000N,10002194,#REF!,5400,30000359,"HR, General Services & Finance Section",
254016000N,10002349,Finance/Accounting Admin,Finance/Accounting Admin,5400,30000359,"HR, General Services & Finance Section",254010000N,10002349,#REF!,5400,30000359,"HR, General Services & Finance Section",
254020000N,10001297,"Safety, Health & Environment Sub-Section Head","Safety, Health & Environment Sub-Section Head",5400,30000856,"Safety, Health & Environment Sub-Section",254000000N,10001297,#REF!,5400,30000140,Ombilin Mining Site General Manager,
254021000N,10001877,"Safety, Health & Environment Specialist","Safety, Health & Environment Specialist",5400,30000856,"Safety, Health & Environment Sub-Section",254020000N,10001877,#REF!,5400,30000856,"Safety, Health & Environment Sub-Section",
254022000N,10002195,"Safety, Health & Environment Staff","Safety, Health & Environment Staff",5400,30000856,"Safety, Health & Environment Sub-Section",254020000N,10002195,#REF!,5400,30000856,"Safety, Health & Environment Sub-Section",
254023000N,10003267,"Safety, Health & Environment Technician","Safety, Health & Environment Technician",5400,30000856,"Safety, Health & Environment Sub-Section",254020000N,10003267,#REF!,5400,30000856,"Safety, Health & Environment Sub-Section",
254100000N,10001298,Teluk Bayur Port Sub-Section Head,Teluk Bayur Port Sub-Section Head,5400,30000857,Teluk Bayur Port Sub-Section,254000000N,10001298,#REF!,5400,30000140,Ombilin Mining Site General Manager,
254101000N,10001878,Port Operation Supervision Specialist,Port Operation Supervision Specialist,5400,30000857,Teluk Bayur Port Sub-Section,254100000N,10001878,#REF!,5400,30000857,Teluk Bayur Port Sub-Section,
254102000N,10003268,Senior Port Operation Supervision Technician,Senior Port Operation Supervision Technician,5400,30000857,Teluk Bayur Port Sub-Section,254100000N,10003268,#REF!,5400,30000857,Teluk Bayur Port Sub-Section,
254103000N,10003269,Port Operation Supervision Technician,Port Operation Supervision Technician,5400,30000857,Teluk Bayur Port Sub-Section,254100000N,10003269,#REF!,5400,30000857,Teluk Bayur Port Sub-Section,
